3.206070312270437717e+04 2.614590088094018211e+04 3.963897219313424557e+03 4.505092401326541221e+03 2.244379019048506052e+02
2.238294910705674556e+04 3.007612970364464127e+04 1.578485456728026747e+03 3.903191067052076505e+03 7.115496217153831822e+03
3.981431459392829856e+04 2.323633225883855630e+04 3.349844594748316922e+03 1.689077996712974709e+03 3.203763134295792952e+03
2.871901592037641240e+04 3.766530876827669272e+04 6.762187498889763447e+03 3.279360769388993504e+03 9.550826882819674211e+02
7.930862447500706185e+04 3.401833946885527985e+04 3.197294057265243828e+04 3.778828616278009576e+03 1.192477982893263834e+04
2.768040762472801725e+04 2.538270484925692290e+04 3.648542546111636511e+03 5.562925723751897749e+03 1.116292270508687579e+03
4.738790568783274648e+04 1.497960988219801948e+04 7.020394943469395002e+03 3.578241784656867821e+03 2.853431307027565708e+03
3.273708366302584545e+04 3.570483920499358646e+04 3.822673295250917818e+02 4.698397222501251235e+03 1.731079094351282947e+03
4.199884674341161008e+04 6.544520958609713853e+04 3.306960212642115948e+01 9.277281784138163857e+03 2.500623117888452543e+04
4.940204605078781606e+04 2.638213183454891623e+04 9.242794177605523146e+03 3.380739306914541885e+03 6.463507516947763179e+03
2.036347043209424737e+04 3.172630344813295233e+04 5.621127916995352280e+03 8.113633470432579088e+03 2.922233642333173066e+03
2.718315886493109429e+04 3.259696610981879348e+04 1.428711287559088760e+03 1.958443279364958471e+03 6.259061851522470533e+03
2.506969220887199481e+04 3.233201471384611432e+04 5.385828196358048444e+03 2.827485519901287262e+03 5.457258234143126174e+03
5.046005339147082850e+04 2.191867490619474120e+04 6.100634495751137365e+02 9.858283489374360215e+03 1.161354550909547015e+03
3.221441353888171579e+04 3.513943748690292705e+04 1.105343538442618228e+04 4.596592834184133608e+03 2.701811760163769122e+03
5.111096243981504813e+04 2.282035890574615405e+04 5.435499423699830004e+03 3.585595674269079609e+03 2.726063568100854354e+03
5.898228819173717056e+04 5.322876517192965548e+04 5.453393522558875702e+03 5.224735409929224261e+03 8.120410047301067607e+03
2.254718177032455787e+04 3.205310267547775584e+04 4.158896942630240119e+03 1.441790462443984325e+03 4.415029796952920151e+03
9.218917465730852564e+04 2.184134340530738336e+04 2.692032256156862786e+02 2.052916376439934538e+03 4.688162893691542195e+03
4.482639057180975215e+04 3.103158014854485009e+04 7.047526652933679543e+02 4.443576332709579219e+03 1.046533888719215156e+03
3.430730214369436726e+04 2.252788692140832427e+04 9.500395537904945741e+03 8.809741041804594715e+03 1.733278169178879580e+03
2.472008045181767739e+04 2.837189327958827198e+04 2.366177860949761907e+03 8.554354590477369129e+02 3.345706093134651837e+03
3.997704484282343037e+04 1.927165328739959659e+04 7.400360218074725708e+03 2.124266585035500611e+03 5.116051769236810287e+03
2.861007782761708222e+04 3.514660682856961648e+04 3.645414792731717171e+03 5.741421556785219764e+03 6.497117519801336130e+02
2.795958315765897351e+04 3.191316600376061251e+04 5.101876682206004261e+03 6.421093200680907103e+03 6.013538303219689624e+03
4.051789280909520312e+04 1.150210054817639138e+04 5.676523606596098034e+03 4.164890047498269269e+03 3.843758889835677564e+03
3.730394352745717333e+04 2.262189575664955555e+04 1.175052406569686718e+04 3.636409574461093143e+03 5.365096375029772389e+03
5.239130832906073192e+04 1.520862461173670636e+04 9.299868316774816776e+03 5.469757994741681614e+03 5.540857084580488845e+03
2.971426408137064209e+04 2.933214977055189956e+04 6.359854297013037467e+03 3.704812865220236745e+03 3.926368170990417639e+03
3.657466369300048245e+04 3.043668177349063990e+04 1.599043802089275687e+03 8.018015882537169091e+03 3.842464722614035054e+03
4.589818738362001750e+04 4.693079167659324594e+04 5.899629845634490266e+02 9.424496126918205846e+03 1.470138776716390566e+04
6.983344539092037303e+04 2.462798454750458041e+04 1.226783629317855412e+04 5.135746472589158657e+03 3.933649790558770292e+02
2.580761719742163768e+04 2.634425938102784130e+04 2.493696392316096080e+03 4.462223075427844378e+03 9.237178158824210641e+02
3.700548833851375093e+04 3.584057321614396642e+04 8.992669486398331173e+02 1.054944906867979444e+04 2.941666797453542131e+03
5.048608952762003173e+04 1.439025114602114809e+04 9.366261170700174262e+03 4.858256445069897381e+03 6.271245840647862678e+03
1.136738879291276826e+05 3.844977481176171568e+04 1.382046563493825670e+04 3.660594086986180628e+03 6.732530980195880147e+03
7.361557063039627974e+04 4.843037653503952606e+04 6.313280359106573997e+03 2.085604072996666946e+04 2.081395527342124296e+03
4.263866263412493572e+04 3.041950335284114408e+04 4.435334004428716071e+03 3.788207176984247781e+03 5.127516561744669161e+02
5.349653811682704691e+04 1.763262572096785516e+04 5.258255630438829940e+03 3.571326001050278137e+03 2.265064736048967916e+03
2.449928153200569795e+04 3.392818799133882567e+04 3.958994516635731316e+02 1.094395027453701914e+03 6.341695771924295514e+03
4.038212093822039606e+04 2.434940310794675315e+04 8.843358319993594705e+03 3.345135891646605160e+02 5.681619569432977187e+03
3.411677258884911134e+04 2.227149403435033673e+04 1.029250707596814209e+04 5.470700549146662524e+03 1.636749105432800661e+03
3.216166313036913925e+04 2.942583514918098081e+04 5.725922174964460282e+03 4.909186511853511547e+03 5.108950436062260451e+03
5.896086280333852483e+04 5.716663524016918382e+04 8.222208918625299702e+03 1.684804983109694876e+04 9.963210141317766102e+03
3.211342290396209501e+04 3.499873970329404983e+04 8.664560998617056384e+02 6.806100863362838027e+03 5.704735383127315799e+03
4.819104364847847319e+04 3.399015653935322189e+04 6.292780913500252609e+03 7.521740447995409340e+03 2.130128608082856090e+02
7.114923574979360274e+04 4.743311887407445465e+04 9.287580827164843868e+03 8.205884628418141801e+03 6.052252211249984612e+03
9.110819097463737126e+04 3.356828053635999095e+04 5.889204425705382164e+03 5.463292579545301123e+03 8.008222798891169987e+03
4.398126881494921690e+04 2.677399963542704791e+04 4.937771781844201541e+03 1.118494827571837232e+04 2.008563807838147341e+03
1.870893299184309944e+04 3.137766068624538093e+04 6.059785001654758162e+03 4.267396704871232032e+03 2.726923055525259315e+03
3.038402276486702613e+04 3.827828529138298472e+04 1.925133964857486717e+02 4.681689401764901049e+03 3.423643760455106076e+03
3.335737188573324966e+04 2.009339238372352702e+04 1.723588740123387879e+03 1.237886644013911246e+04 1.860321583181561437e+03
4.183559322765537217e+04 4.484560291231648443e+04 9.471750348956509697e+03 3.451496269397217475e+03 2.608310190949578100e+03
3.928260248021889856e+04 2.549067281413370438e+04 9.907593433273466871e+03 1.194366899443632065e+03 3.869221800706237445e+03
4.442454103268707695e+04 6.658494488923723111e+04 5.141440967132431979e+03 9.524484263295697019e+03 3.200617892971536639e+04
4.633434658772024704e+04 1.078342354141586111e+04 7.922100573831188740e+03 7.294761612376260018e+03 5.649698725030029891e+03
6.372124246084399056e+04 3.616203136548778275e+04 1.332307573315446916e+03 3.349125607169014984e+03 4.889473499872121465e+03
4.058021792371163610e+04 3.107856150239440467e+04 1.559578568251699380e+03 9.088566296995521043e+03 1.072111351981393000e+03
4.438819724888549536e+04 2.904476796791882953e+04 1.973010992071739565e+03 1.295397868148438647e+03 1.296483838269478838e+03
3.522294024402510695e+04 3.012852700588010339e+04 4.857443656418127830e+03 2.678669201342352608e+03 2.044948513496188980e+03
