3.642859155393956462e+04 2.414996535510593094e+04 2.785486634730898004e+03 8.645556026536654826e+03 2.040038202932478271e+02
2.267315168907780026e+04 3.202571020174668229e+04 3.992941318133108325e+03 1.157738882993056905e+03 4.286606114849743790e+03
7.498016345199898933e+04 2.272823237623874593e+04 1.079743082025202057e+04 2.417973269201735093e+03 9.866046333334963492e+03
2.256150744852758362e+04 3.033374557293883117e+04 3.449558719366996229e+03 5.026089042476989562e+03 2.589239106828566037e+03
8.453312047983042430e+04 2.230958563676808262e+04 1.619818771797302361e+04 1.199443023515628738e+03 8.206188181570601955e+03
9.189205900069902418e+04 1.648984297053770206e+04 6.572628757555018638e+03 2.324564892229693214e+03 1.586919708458340756e+04
5.964570725649999804e+04 3.248520448645915167e+04 1.546336309051383068e+04 1.779409009507246083e+03 1.369385337688263462e+03
3.755858312093531276e+04 1.967194929642241550e+04 2.545908889201942657e+03 4.582291940099141357e+03 3.968348487798126371e+03
7.861083054595020076e+04 3.052603892153488414e+04 1.536897743179135796e+04 1.156905043014612966e+04 5.061042621447698366e+03
4.081583069775425247e+04 1.683515100170503138e+04 1.351416679853231471e+03 7.925449118399374129e+03 3.366170025826090750e+01
5.595388317092005309e+04 1.833019364194924856e+04 5.449396869934662391e+03 8.138604620002988668e+02 3.270966574539479552e+03
2.922066872517783486e+04 3.175876415647672547e+04 4.452768086108895659e+03 2.740253229828467738e+02 4.102044877399350298e+03
2.556371238690685277e+04 2.659325238718477704e+04 1.109764924290535873e+03 4.099308821260341574e+03 6.591971839668940447e+02
5.776421937986375997e+04 1.782611529265582431e+04 1.105866181435442013e+04 9.456532554161458393e+01 5.313996073103732670e+03
4.811304300545752631e+04 2.048549597504522899e+04 6.479669755873776921e+03 6.105978742053697715e+03 4.167340846913162750e+03
2.364186879415315343e+04 4.011941837431600288e+04 9.487024139554985595e+03 4.050047685697551969e+03 1.717797908740892808e+03
7.838939802656954271e+04 2.697458616669842013e+04 7.499608103438280523e+03 1.103197561614982988e+04 4.179148729807392556e+03
4.307289782775785716e+04 2.468854259971838837e+04 9.275587004458737283e+03 4.632749148266993870e+02 4.290198886259348910e+03
4.625455789151112549e+04 2.077780466292706478e+04 7.111740091627018046e+03 9.085112925235309376e+03 4.024240580246145328e+03
3.964298492938664276e+04 1.695702897010500601e+04 4.570172991901563364e+02 5.247625935833175390e+03 1.343318795633450009e+03
5.512776383877191984e+04 3.202988322732794768e+04 6.817860651639739444e+02 1.428942776700582908e+04 5.359980220283820017e+03
1.910734425505448598e+04 3.485675136660294083e+04 1.282029218256667991e+04 2.095992571120519642e+03 1.110734539449824479e+04
4.887677524392555642e+04 1.191797655296300763e+04 7.594556030040977930e+03 8.629722656832094799e+03 7.513632709730698480e+03
3.005496365534423603e+04 3.462433136605301843e+04 1.576119001526370084e+03 4.977046728919909583e+03 2.294582874961688958e+03
5.637704120567195059e+04 1.443510875165462130e+04 1.109725347800454074e+04 3.376594925573008368e+03 4.807627320245210285e+03
5.536318711966446426e+04 2.562214774936410686e+04 2.253473350988015227e+02 9.012295260168404639e+03 1.421350845093185399e+03
3.975341132353653666e+04 2.211048017557272033e+04 5.777361801001575259e+03 1.409474059915144608e+03 3.779559597199895506e+03
4.183559322757614427e+04 4.484560313954850426e+04 9.471769267880768894e+03 3.450837896969112990e+03 2.607404223071523120e+03
3.284087992146348552e+04 3.617549269256863045e+04 2.383111016415146423e+03 9.043637282494968531e+03 6.507782663585765022e+02
2.610836587801329733e+04 3.569959884815047553e+04 3.069659003191853117e+03 1.991362511161963994e+03 3.971283461882276242e+03
8.149888889964617556e+04 2.616827004206492347e+04 2.793575491732547380e+04 5.392192431356455927e+03 2.068609111018105614e+04
1.928706182382399129e+04 3.200174694589642240e+04 4.344597643553815942e+03 4.916433158391696452e+03 5.724418556152623751e+03
3.998505417203352408e+04 3.010653906134195131e+04 3.181287957332297992e+03 1.426446284033705524e+03 2.298918316894440977e+03
6.983344539099041140e+04 2.462798448931704479e+04 1.226793026445895521e+04 5.138786172476950014e+03 3.954104385445866683e+02
2.194588478306074103e+04 3.020396592426797361e+04 2.146742855668558150e+02 5.948487651530613221e+03 4.525812163950574359e+03
3.987584386895087664e+04 1.156145142676994874e+04 4.060783185888763001e+03 9.310791572072979761e+03 2.170809731521374488e+03
8.741199930019502062e+04 4.332292246140373754e+04 2.744942922953669040e+00 3.613920551276474725e+03 2.944977449076439370e+03
2.554472561802353448e+04 3.265813763612361436e+04 4.677480523444593018e+03 8.078392442703098823e+03 1.201037870069359997e+03
4.102411218933670898e+04 3.535246385659903171e+04 6.604004544323968730e+03 4.370892490360924057e+03 4.305091219188341711e+03
3.054005583539634245e+04 3.046703108436706680e+04 4.308375198615196496e+03 9.336115856955802883e+02 2.704625367753170849e+03
3.392471421494919923e+04 2.409412735277723186e+04 8.659930852814391073e+02 5.227121993522188859e+03 5.021964435747713651e+02
